title,price,location,address,distancia_m,details,link,descripcion
"Apartamento en arriendo en Colina Campestre, Bogotá",$ 2.750.000,"Suba, Bogotá","Cra. 55 #152b-71, Bogotá, Colombia",1342,1 Habs. 2 Baños60 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/10942465,"DISPONIBLE EL 15 DE JUNIO 2025. APARTA ESTUDIO EXTERIOR , NUEVO, CON MAGNIFICA VISTA Y ACABADOS . BALCÓN CON CONEXION PARA EL BBQ.  TIENE ESTUDIO QUE PUEDE SER UNA SEGUNDA ALCOBA Y DOS BAÑOS CON DUCHA . PUERTA DE SEGURIDAD , SE ENTREGA ENCORTINADO Y RECIEN PINTADO , DEPOSITO A LADO DEL APTO, PARQUEADERO CUBIERTO . MUY BUENA ILUMINACIÓN , COCINA ABIERTA, GIMNASIO, SALONES AMPLIOS, TERRAZA BBQ, SALONES PARA NIÑOS, SALONES DE NEGOCIOS,  PARQUE INFANTIL , SALON DE SQUASH. SECTOR MUY RESIDENCIAL Y DE ALTA VALORIZACION . DIRECTAMENTE CON EL  PROPIETARIO ."
"Apartamento en Arriendo en San cipriano, Bogotá",$ 1.500.000,"Suba, Bogotá",Carrera 56 #167 -29,1496,3 Habs. 1 Baño52 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-san-cipriano-bogota/192602852,"Apartamento de 52 m² en estrato 3, sexto piso por escaleras: sala–comedor con cocina de concepto abierto, tres alcobas, un baño, sin garaje. Ideal para quienes buscan un espacio funcional."
"Apartamento en Arriendo en Suba, Bogotá",$ 5.500.000,"Suba, Bogotá",Calle 132 A #72-76 Apto 403,1968,3 Habs. 3 Baños138 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-suba-bogota/192539339,"Este elegante apartamento ubicado en Gratamira Bogotá D.C. es una oportunidad única para adquirir una propiedad en una de las ciudades más vibrantes y cosmopolitas de Colombia. Con una área construida de 138 M2 y una espectacular terraza de 70 m2, esta vivienda ofrece amplios espacios interiores y una distribución estratégica que optimiza cada rincón de la propiedad.

Sus 3 alcobas y 3 baños proporcionan un ambiente acogedor y confortable para toda la familia. Además, cuenta con un baño en la habitación principal, lo cual es perfecto para aquellos que buscan privacidad y comodidad. El apartamento también cuenta con una barra estilo americano en la cocina, un espacio moderno y funcional para compartir buenos momentos con amigos y familiares mientras se preparan deliciosos platos.

Entre las comodidades incluidas en esta propiedad se encuentran: calentador, citófono / intercomunicador, clósets, cocina integral, depósito y gas domiciliario. El suelo de cerámica / mármol le da un toque elegante al hogar y la vista panorámica es simplemente impresionante. Además, la zona de lavandería, la cocina equipada, la cocina tipo americano, y la despensa son detalles que hacen de este apartamento una verdadera joya en el mercado inmobiliario.

En cuanto a las características externas, esta propiedad se encuentra en una zona privilegiada de la ciudad. Las áreas sociales, el ascensor, el gimnasio, el parqueadero para visitantes, la portería / recepción y el salón comu"
"Apartamento en  Arriendo en Nueva colina, Bogotá",$ 10.000.000,"Suba, Bogotá","Carrera 76 #152, Bogotá, Colombia",408,3 Habs. 5 Baños223 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-nueva-colina-bogota/191891651,"APTO EXCELENTE UBICACION, VISTA PANORAMICA, ZONA SOCIAL CANCHA DE  BASQUETBOLL, SQUASH, GYM, SENDERO, PARQUE DE NIÑOS, SALONES SOCIALES, ZONA DE BBQ."
"Apartamento en Arriendo en Colina Campestre, Bogotá",$ 2.500.000,"Suba, Bogotá","Carrera 53 #141-69, Suba, Cundinamarca, Colombia",2311,3 Habs. 2 Baños80 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192603043,"Hermoso apartamento de tres habitaciones con closet, dos baños, sala comedor, cocina integral, estudio, un garaje cubierto, ubicado en un sector rodeado de parques, supermercados , restaurantes, avenidas principales, entre otros.
Lo invitamos a comunicarse con nosotros para mayor información y poder agendar su cita."
"Apartamento en Arriendo en Los rosales, Bogotá",$ 7.300.000,"Suba, Bogotá",Transversal 3 #84-76,1520,2 Habs. 3 Baños190 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-los-rosales-bogota/192576913,"Apartamento duplex con zona social iluminada e integrada a doble altura, con grandes ventanales de techo a piso. Tiene baño social. La cocina es cerrada y de muy buen tamaño, con zona de lavandería independiente y cuarto de servicio. En el segundo piso encontramos la zona privada, con dos habitaciones, con baño en suite y la principal con walk-in closet de muy buen tamaño. La habitación secundaria tiene una agradable terraza con vista interior. En el hall de las habitaciones encontramos un generoso espacio para un family room. Esta propiedad se complementa con tres parqueaderos independientes y un depósito. El edificio cuenta con planta de suplencia total, salón comunal y parqueo de visitantes.
El canon de arriendo es de $8.900.000 incluida administración"
"Apartamento en Arriendo en Suba, Bogotá",$ 1.725.000,"Suba, Bogotá",Tv 53d 129 78,2967,1 Habs. 1 Baño38 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-suba-bogota/192322378,"Apartamento en renta al norte de la ciudad, a tan solo unos pasos de la calle 134.

Inmueble para estrenar ubicado en piso 15, con increible vista al norte de la ciudad. Acabados de excelente calidad para que puedas disfrutar en tu día a día. Mesón para utilizar como comedor, sala, zona para adecuar estudio, cocina abierta con generoso espacio de almcenamiento , zona de ropas independiente, baño completo.

El apartamento se entrega con cortinas y black out. Los bombillos se han reemplazado por lamparas led.

$1.950.000 incluida administración

Contáctanos para más información"
"Apartamento en  Arriendo en Ciudad jardin norte, Bogotá",$ 650.000,"Suba, Bogotá","Carrera 58b #129b 12, Bogotá, Colombia",2633,1 Habs. 1 Baño32 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-ciudad-jardin-norte-bogota/191585225,"Apartamento disponible en un piso uno, interior. Sin parqueadero.
Consta de una habitación grande sin closet, un baño sencillo sin ducha eléctrica y cocina sencilla sin estufa con punto de gas natural.
Los servicios son compartidos por persona. Por interés del propietario no se aceptan mascotas. Citas al 3115131254 y 3103159399"
"Apartamento en Arriendo en Colina Campestre, Bogotá",$ 3.400.000,"Suba, Bogotá","Matisse, Calle 160, Bogotá, Colombia",549,3 Habs. 2 Baños100 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192638502,"? ( Colina Pilar)

OFREZCO ARRIENDO APARTAMENTO MODERNO PRIMER PISO EDIFICIO CON CLUB HOUSE.

100 METROS
3 HABITACIONES
2 BAÑOS
SALA Y COMEDOR CON CHINENEA
1 ESTUDIO
COCINA INTEGRAL
2 PARQUEADEROS EN LINEA
CANON $ 3.700.000 INCLUIDA LA ADMINISTRACIÓN
Ref edison"
"Apartamento en  Arriendo en Sotileza, Bogotá",$ 3.700.000,"Suba, Bogotá","Calle 128b #60-4, Bogotá, Colombia",2857,3 Habs. 4 Baños200 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-sotileza-bogota/191755228,"Este exclusivo apartamento dúplex de 200 m², ubicado en el quinto piso, combina diseño, comodidad y una ubicación privilegiada cerca del Centro Comercial Parque La Colina.

En el primer nivel, se encuentra un amplio espacio de sala-comedor con chimenea, ideal para reuniones familiares o sociales. La cocina es funcional y práctica, conectando perfectamente con las áreas sociales. Además, cuenta con una terraza y balcones que ofrecen vistas y permiten disfrutar del aire fresco. Este nivel también incluye un espacio adicional, que puede ser utilizado como una cuarta alcoba, segundo estudio o sala versátil, así como un estudio independiente.

El Conjunto cuenta con espacios amplios para caminar y sacar a sus mascotas, un bbq marivilloso , canchas multiples.

La propiedad está en una de las zonas más deseadas de Bogotá, con acceso a importantes vías como la avenida Boyaca, avenida suba, calles como la 134 y la 127."
"Apartamento en  Arriendo en Tuna baja, Bogotá",$ 1.100.000,"Suba, Bogotá",CARRERA 106A   154A- 12,2989,2 Habs. 1 Baño37 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-tuna-baja-bogota/191302479,"Hermoso y confortable  apartamento para estrenar de dos alcobas la principal con closet grandes acabados, baño social, sala comedor, cocina integral, zona de ropas y gran iluminación natural  ubicado en un noveno piso,  con ascensor y grandes sociales como coworking, salon comunal, salon de niños gimnasio, lavandería y gran ubicación para transporte publico hacía toda la ciudad  con grandes zonas comerciales, supermercado jumbo a 3 minutos y centro comercial plaza imperial, droguerías y bancos Cualquier información contactar al 3184163989 o al correo alexander.valenciainmobiliariabogota.com. El equipo de Inmobiliaria Bogotá está comprometido a brindar. El equipo de inmobiliaria Bogotá está comprometido  en experiencia de vida excepcional para nuestros clientes desde el momento en nuestra comunidad. 1132-2021212393"
"Apartamento en  Arriendo en Colina Campestre, Bogotá",$ 2.450.000,"Suba, Bogotá","Calle 152b #55-45, Bogotá, Colombia",1343,3 Habs. 2 Baños77 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/191758302,"¡Hermoso apartamento en arriendo! Ubicado en conjunto cerrado, en primer piso, con excelente iluminación natural y totalmente remodelado. Cuenta con 3 habitaciones todas con closet y la principal con su baño privado, 2 baños, sala-comedor y estudio, cocina integral moderna, piso de madera y un parqueadero. El conjunto cuenta con: 2 Salones sociales, Gimnasio, Parque infantil y Parqueadero de Visitantes y vigilancia 24 horas. Frente al conjunto encontraremos: Cancha de tenis y baloncesto, Pista para correr, Zona amplia verde para pasear a tus mascotas. Ubicado en un sector estratégico de la ciudad. Rodeado de zonas verdes. Muy cerca al Centro Comercial La Colina y a Supermercados de Cadena. Fácil acceso por la autopista, Av. Boyacá y calle 153. ¡No dejes pasar esta oportunidad!"
"Apartamento en  Arriendo en Cantagallo, Bogotá",$ 1.740.000,"Suba, Bogotá",CARRERA 48   165- 46,2244,2 Habs. 1 Baño46 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-cantagallo-bogota/192241055,"Apartamento de 46m, tercer piso exterior. Cuenta con sala comedor, cocina integral cerrada con gas natural, lavandería, dos alcobas y un baño. Recien renovado en pisos, baños y armarios. Un garaje completa este bien. Edificio con vigilancia permanante y gimnasio. A proximidad de transporte público, comercios , parques y todas la comodidades. 567-216"
"Apartamento en Arriendo en Cantalejo, Bogotá",$ 1.600.000,"Suba, Bogotá","Carrera 57 #159-68, Bogotá, Colombia",994,3 Habs. 1 Baño46 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-cantalejo-bogota/192464769,"Hermoso apartamento de 46 m² ¡VEALO! ideal para disfrutar de un ambiente cómodo. Cuenta con tres acogedoras alcobas, un baño, y una amplia sala comedor que ofrece un espacio perfecto para compartir en familia o recibir visitas, La cocina integral, es el lugar perfecto para preparar tus platos favoritos.
Ubicado en una zona tranquila y de fácil acceso, este apartamento es una excelente opción para vivir . ¡No pierdas la oportunidad tu nuevo hogar!"
"Apartamento en Arriendo en Britalia, Bogotá",$ 1.500.000,"Suba, Bogotá","Cl. 159a #55-61, Bogotá, Colombia",1255,3 Habs. 1 Baño68 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-britalia-bogota/192630889,"CANTALEJO APARTAMENTO EN ARRIENDO EN CASA 68 MTS en 2 piso consta de 3 Alcobas todas con closet, un baño completo con división y ducha eléctrica, sala comedor, cocina semi integral a gas, Zona de lavandería, Pisos en cerámica, excelente iluminación y acabados. Vías de acceso, parques cercanos y supermercados. NO MASCOTAS - NO CUENTA CON PARQUEADERO."
"Apartamento en Arriendo en Colina Campestre, Bogotá",$ 2.500.000,"Suba, Bogotá",CARRERA 58C 134A- 51,1931,2 Habs. 2 Baños62 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192601542,"Encantador y hermoso apartamento en Colina Campestre, conjunto cerrado, con una ubicación ideal para disfrutar con la familia, cuenta con fáciles vías de acceso, cerca centro comercial san Rafael, cerca de centro comercial parque colina.  Dentro del sector podrá recorrer las espectaculares zonas verdes. Además, cuenta con gimnasio, zona húmeda, parque infantil, salón social, salón de juegos ping pong y billar. El apartamento cuenta con amplios espacios y con gran iluminación natural. Posee una excelente distribución con sala comedor, dos alcobas con closet, con dos baños, con cocina integral, calentador a gas, zona de lavandería cuenta con buenos acabados. Cualquier información adicional contáctenos al número 320.4454033 o al correo electrónico Karen.gomezinmobiliariabogota.com 1132-2021215081"
Apartamento en  Arriendo en Bogotá,$ 2.601.000,"Suba, Bogotá",CALLE 169 A No.  62 -  26,1487,4 Habs. 2 Baños115 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-bogota/192077268,"Hermoso apartamento  de  115 Mts, cuenta con  4 Habitaciones, Sala comedor, cocina integral, Pisos laminados, Parqueadero, Transporte publico muy cerca, bibliotecas, Av Boyacá, Cerca a la clínica la Colina."
"Apartamento en Arriendo en Portales del Monte, Bogotá",$ 1.760.000,"Suba, Bogotá",CALLE 167 56- 25,808,3 Habs. 2 Baños55 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-portales-del-monte-bogota/192512104,"Apartamento en Arriendo britalia norte, cuenta con 55 mts, sala comedor, tres habitaciones dos de ellas con closet, dos baños con calentador a gas, cocina con estufa a gas y zona de ropas, pisos en ceramica el inmueble cuenta con espacios funcionales y una magnífica iluminación y ventilacion natural. el conjunto cuenta con vigilancia, cancha, parque infantil y su garaje es comunal, sus vias de acceso son por la av boyaca, calle ciento setenta, autopista norte, calle cincuenta y ocho cerca a parques y zonas verdes, para más información comuníquese con el ejecutivo comercial Alejandro Jimenez al celular yo whatsapp 3153577966 al correo alejandro.jimenezinmobiliariasaliadas.com 1133-3000006800"
"Apartamento en Arriendo en Villa del prado, Bogotá",$ 2.100.000,"Suba, Bogotá",Carrera 52 A #174 B -66,2600,2 Habs. 2 Baños57 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-villa-del-prado-bogota/192550730,"Apartamento para arriendo  en sexto piso interior, iluminado, encortinado,  acabados modernos,  con balcón en zona social,  cocina integral abierta , zona de lavandería, pisos laminados, 1 parqueadero, con excelentes vías de acceso como la calle 170,  la autopista norte  , rodeado de parques y zonas verdes, almacenes de cadena y comercio en general. Mayor informacion: Martha E. Rodriguez, celular: Tres catorce tres cero dos sesenta y dos cincuenta y uno."
"Apartamento en Arriendo en Cerros de Suba, Bogotá",$ 8.550.000,"Suba, Bogotá",Carrera 78 A #131 -91,2106,3 Habs. 3 Baños224 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-cerros-de-suba-bogota/192302145,"INF. FLOR JIMENEZ. Lindo, ubicado en MIRACOLINA exclusivo conjunto cerrado, exterior, esquinero, la mejor vista panorámica, iluminado. Sala comedor con chimenea, cocina cerrada, zona de lavandería independiente, cuarto y baño de servicio, estudio y estar, varios balcones, tres amplias alcobas, tres baños, tres garajes y deposito. Conjunto cerrado, plata eléctrica, salón social, parqueo de visitantes, gimnasio, parque, canchas de squash, tenis, zonas verdes. Valor incluida la administración."
"Apartamento en Arriendo en Villa del prado, Bogotá",$ 1.360.000,"Suba, Bogotá","Calle 170, Bogotá, Colombia",2315,1 Habs. 1 Baño40 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-villa-del-prado-bogota/192287386,"Arrendamos hermoso apartamento con espectacular vita panorámica (piso 17), cuenta con 1 habitación, 1 baño, sala comedor, cocina integral y zona de lavandería, estrato 3.

El conjunto cuenta con gimnasio, sala de lectura, espacios de home office, zona de BBQ, parque para niños, salón de juegos, salón comunal, zona de juegos infantiles, entre otros.

Excelente ubicación cerca del Éxito, Easy, Homecenter, Biblioteca Municipal, Teatro mayor, Instituto para el estudio del Cáncer, Centro Comercial Santa Fé, colegios, universidad La Salle y excelentes vías de acceso como calles 170, 183, Autopista Norte y otras."
"Apartamento en Arriendo en Sotileza, Bogotá",$ 13.500.000,"Suba, Bogotá",Carrera 79 C #129 -51,2319,4 Habs. 6 Baños344 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-sotileza-bogota/192360176,"Arriendo o Vendo hermoso apartamento de 344m2 + 37M2 DE TERRAZA de uso exclusivo en el sector de Sotileza, Deposito y 5 Parqueaderos, vive rodeado de verde en este tranquilo y amplio apartamento cuenta con:

4 habitaciones cada una con baño privado
Espacio amplio doble de sala con doble chimenea
Terraza amplia
Comedor independiente
Comedor auxiliar
Cocina con Isla y alacena
Baño social
Hall de alcobas o estudio abierto
Alcoba principal con Vestier, baño con tina y ducha y terraza amplia.

El apartamento cuenta con 5 parqueaderos, 1 deposito y el edificio cuenta con Gym, zonas húmedas y piscina... No esperes más y coordina tu cita. Precio arriendo Oportunidad 10.000.000 + ADMINISTRACION 13.500.000 y precio de venta OPORTUNIDAD 2700 millones. Disponible a partir del 01 de Diciembre 2024."
"Apartamento en Arriendo en Britalia, Bogotá",$ 1.450.000,"Suba, Bogotá",Calle 163B # 45 -32 Int 3 Ap 103 Conjunto Residencial La Esperanza I y II,2309,3 Habs. 2 Baños61 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-britalia-bogota/192338129,"ADMINISTRADORA AAVAL ARRIENDA APARTAMENTO PRIMER PISO SOBRE SOTANO, VISTA INTERIOR, TRES ALCOBAS, DOS BAÑOS CON DUCHA ELECTRICA, SALA-COMEDOR, COCINA A GAS, PISOS EN MADERA LAMINADA Y CERAMICA, UN PARQUEADERO CUBIERTO (49), CERCA A AUTOPISTA NORTE, CALLE 163, CRA 45, CUOTA DE ADMINISTRACION APARTE TENDRÁ DESCUENTO POR PRONTO PAGO."
"Apartamento en Arriendo en Colina Campestre, Bogotá",$ 3.700.000,"Suba, Bogotá",KR 53C # 134 - 97,2481,3 Habs. 2 Baños99 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192610937,"ARRIENDO LINDO APTO DE 99M2 EN COLINA GRATAMIRA!

10 Piso Exterior
Estrato 5
99m2
Sala Comedor con Chimenea
Balcón que comparte la Sala y Habitación Principal
Cocina Integral Amplia
Zona de Lavandería
Cbs
Habitación Principal con Walk In Closet , Baño y Balcón
2 Habitaciones Auxiliares
1 Baño Auxiliar

TOTAL:
3 Hab, 2 Baños, CBS

2  Parqueaderos Independientes
1 Depósito Amplio

Agregados:
Excelentes Espacios
Iluminado
Altura de 2.20m2
Vista 360
Lobby
Parque Infantil
Gimnasio
Zona de Estética
Sauna
Cancha de Squash
Salón de Pin Pon
Salón de Billar
Zona BBq
Salón Social
Bicicletero
Jacuzzi
Sala de Juntas
Zona de Barras Ejercicio

*Disponibilidad Inmediata
Contrato Directo con Propietario, documentación a través de Seguros Mundial*

CANON MENSUAL
$3.700.000 INCLUIDA ADM"
"Apartamento en Arriendo en Colina Campestre, Bogotá",$ 5.300.000,"Suba, Bogotá",-,1002,3 Habs. 3 Baños153 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192609649,"Magnifico apartamento en primer nivel, vista interior hacia las hermosas zonas sociales, con acabados sobrios y modernos, excelente iluminación y ventilación natural con vista de 360 grados se entrega encortinado.  Diseño de espacios funcionales y confortables, pisos en madera laminada, 2 garajes en servidumbre, conjunto con vigilancia 24 horas y sistema de biometría para acceso a cada zona.
Amplias zonas verdes con juegos infantiles, gimnasio dotado, muro de squash,  salones sociales, multi cancha, salón de juegos y bicicleteros. El sector es moderno y residencial, excelentes vías de acceso como la Av. Boyacá, Calle 152 y autopista norte, transporte público, a una cuadra del Éxito wow de la Colina y al centro comercial Parque Colina.


C-62277"
"Apartamento en  Arriendo en Suba cerros, Bogotá",$ 6.500.000,"Suba, Bogotá","Carrera 80 #146f-87, Bogotá, Colombia",796,3 Habs. 4 Baños217 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-suba-cerros-bogota/191712844,"Espectacular Apartamento, amplio e iluminado,
3 habitaciones, principal con Vestier y baño privado con jacuzzi, dos habitaciones adicionales que comparten baño, sala de t.v, con hermoso balcón, sala comedor amplia con balcón y chimenea balcón a hermosa vista de la ciudad, estudio, baño social, cocina amplia con comedor auxiliar, cuarto y baño de servicio, zona de lavandería amplia e independiente, 2 parqueadero independientes cubiertos, 1 depósito muy amplio, ascensor. Hermosa vista a oriente con sol de la mañana, esquinero, 3 amplios balcones, conjunto cerrado con linda zona verde, gimnasio, squash, zona infantil, sector muy acogedor por la  tranquilidad y seguridad ya que está a pocos minutos de la escuela de policía, transporte público, excelente vías de acceso.  Valor de canon incluida administración, INFORMACIÓN 3124375073"
"Apartamento en Arriendo en Colina Campestre, Bogotá",$ 3.300.000,"Suba, Bogotá","Colina campestre, Bogota, Colombia",1192,2 Habs. 3 Baños100 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192583166,"EXCELENTE VALOR , MUY BUENA UBICACION APARTAMENTO PARA ESTRENAR , 2 HABITACIONES CADA UAN CON SUS BAÑOS UN TERCER BAÑO CON SALA DE ESTAR O ESTUDIO COCINA INTEGRAL MUY MODERNA ZOAN DE ROPAS PISO 3RO CON PARQUEADERO , MODERNO REMODELADO 100% NUEVO  TODO INCLUYE LA ADMON"
"Apartamento en Arriendo en Altos de la Colina, Bogotá",$ 4.680.000,"Suba, Bogotá",CALLE 169B   75- 60,1625,4 Habs. 4 Baños130 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-altos-de-la-colina-bogota/192625636,"Disfrute de un cogedor apartamento con amplios espacios e Iluminado, 130 mts, ubicado en conjunto exclusivo altos de la Colina, alcoba Principal con Vestier, dos secundarias amplias con baño de alcobas, estudio y estar de tv, sala-comedor con un amplio balcón, vista panorámica, cuarto y baño de servicio, conjunto CLUB HOUSE, dos garajes cubiertos, piso once con doble ascensor, cerca a la Biblioteca Julio Mario Santo domingo, acceso por el colegio Marie Mont, precio incluye administración. Nuestro equipo comercial de Areas y Espacios atenderá sus inquietudes 820-441"
"Apartamento en Arriendo en La campiña i sector, Bogotá",$ 1.750.000,"Suba, Bogotá",CALLE 148 97- 35,2092,2 Habs. 2 Baños90 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-la-campiña-i-sector-bogota/192501287,"APARTAMENTO PARA ESTRENAR, REMODELADO, HERMOSO, EXCELENTE ILUMINACIÓN Y MODERNO. VENTILACIÓN NATURAL. CUENTA CON BALCON. EXCELENTE ESTADO. 63-4705"
"Apartamento en  Arriendo en Zona norte, Bogotá",$ 1.300.000,"Suba, Bogotá","Carrera 50 #144-40, Bogotá, Colombia",2405,32 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-zona-norte-bogota/191057292,"BOGOTA NORTE CR 50 144 40 EDIFICIO CAMINO DE SANTA HELENA II BARRIO PRADO PINZON CANON $ 1.300.000 MAS ADM $ 211.000 CON 32 MTS 2 ALCOBAS, 1 BAÑO CON DIVISION EN VIDRIO TEMPLADO, COCINA TRADICIONAL. ESTRATO 3 EXCELENTE UBICACIÓN, CERCA AUTOPISTA NORTE Y PARADERO TRASMILENEO CALLE 144.

AGENDAR VISITA AQUI  CONTACTO 315 7812731."
"Apartamento en Arriendo en Gratamira, Bogotá",$ 10.200.000,"Suba, Bogotá",Carrera 74 #139 -33 Apto 201 Edificio Hibernia,1248,3 Habs. 5 Baños301 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-gratamira-bogota/192586792,"Se RENTA apartamento en barrio Gratamira; espectacular vista con verde por todos los lados, espacios muy generosos, ubicado en 2do piso, con un área de 285 mts + 16 mts de terrazas, tiene 3 habitaciones cada una con baño privado y la principal con vestier, baño social, biblioteca, estudio, sala con chimenea, comedor, 2 balcones, cocina cerrada con espacio para comedor auxiliar, lavavajillas, alacena, closet de Linos, cuarto y baño de servicio, zona de lavandería con ventilación natural. Tiene 3 parqueaderos independientes muy amplios (#5,6,7) y depósito grande. Ascensor privado Edificio: 16 años, 6 aptos, vigilancia 24/7, gimnasio, salón social,Planta de suplencia total."
"Apartamento en arriendo en Cerros de Suba, Bogotá",$ 14.000.000,"Suba, Bogotá",Cl. 131 78a-61,2268,3 Habs. 4 Baños275 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-cerros-de-suba-bogota/11026446,"Ofrecemos para la venta o arriendo un espectacular apartamento en Colinas de Suba. Un área de vitalidad y belleza, con vistas a la ciudad y a la montaña. El apartamento está ubicado en uno de los más exclusivos residenciales, donde la seguridad es una prioridad.

El apartamento cuenta con tres cómodas habitaciones, una de las cuales tiene un amplio walk in closet. En la propiedad, encontramos espacios versátiles y amplios como la sala-comedor, cocina, cuarto y baño de servicio, además de dos balcones donde podrás disfrutar de la tranquilidad del sector. Además, podrás disponer de cuatro parqueaderos individuales y un amplio depósito.

La unidad residencial es excepcional, ofreciendo una variedad de amenidades como piscina, cancha de squash, mini golf, gimnasio y sauna. También se beneficia de un elevador privado para un fácil acceso a la vivienda. No pierdas esta oportunidad. Pide tu visita ya!"
"Apartamento en Arriendo en Villa hermosa, Bogotá",$ 1.250.000,"Suba, Bogotá",CARRERA 106A 154A- 12,2960,2 Habs. 1 Baño37 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-villa-hermosa-bogota/192535369,"Apartamento de 37 mtrs, 2 habitaciones, 1 baño, sala-comedor, cocina y area de ropas. Ferrara 1442-233"
"Apartamento en  Arriendo en Alejandria, Bogotá",$ 7.000.000,"Suba, Bogotá","Calle 161 #54-25, Suba, Cundinamarca, Colombia",1586,3 Habs. 4 Baños157 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-alejandria-bogota/191967784,"ARRENDAMOS CON ADMON INCLUIDA y en  Club House (Conjunto Residencial El Faro)  Hermoso apartamento de 157 mt²s y  con una gran terraza de 47 mts² distribuidos en Sala comedor con chimenea, baño social, cocina cerrada, área lavandería, cuarto y baño de servicio un gran hall, tres (3) habitaciones cada una con su baño y un estar que se puede adaptar para otro cuarto - estudio . Además, cuenta con 2 parqueaderos y 1 depósito. Varias vías de acceso desde la Avenida Boyacá, la Calle 170, la Autopista Norte y la Calle 153. Contacto whats 3118577157 Cita Previa."
"Apartamento en Arriendo en Colina Campestre, Bogotá",$ 1.700.000,"Suba, Bogotá",KR 73 # 152B - 25,204,2 Habs. 1 Baño36 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-colina-campestre-bogota/192637544,"Se arrienda  apartamento en colina campestre , piso 10, 36 mts2,  2 alcobas, 1 baño , sala comedor,cocina integral , piso en cerámica,  acceso en ascensor, garaje comunal, el conjunto cuenta con Gym, salones sociales,  sala prémium, bbqq, zonas verdes, cerca a la av Boyaca,calle 153, centro comerciales"
Apartamento en  Arriendo en Bogotá,$ 2.300.000,"Suba, Bogotá",CARRERA 58 No.  169 A -  19,1614,3 Habs. 2 Baños63 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-bogota/192203558,"Apartamento, Primer Piso. 3 Habitaciones, 2 Baños, Sala comedor, cocina tipo Americana, zona de ropas independiente,  Parqueadero y deposito"
"Apartamento en Arriendo en Cedro bolivar, Bogotá",$ 2.900.000,"Suba, Bogotá","Calle 152 #22A-55, Bogotá, Colombia",2449,2 Habs. 1 Baño60 m²,https://www.fincaraiz.com.co/apartamento-en-arriendo-en-cedro-bolivar-bogota/192342393,"Arriendo hermoso apartamento en Cedritos, excelente iluminación, recién remodelado, con chapa de seguridad, ventanas antirruido, en todo el apto, cuenta con lava vajillas y punto para cargar carro eléctrico, 60m2, dos habitaciones con closet con buen espacio , un baño, cocina integral amplia, salacomedor y parqueadero . El Conjunto cuenta con salón comunal y parqueadero de visitantes. Ubicado a una cuadra de la autopista Norte."
